Text,Toxic/Not Toxic
@yumnafawaz بلا كذب بقا لما بسمع هيك بحس حالي ساكن بالمريخ، والاو الكلب يللي ماشي بالشارع صار يعرف انو فيه تمويل كف… https://t.co/QWiCXNxiGN,0
@DimaSadek الله يحميك انت والشباب نحن بنكبر بهيك شباب,0
@DimaSadek العمى كيف مخرجة انت من الجامعة وما بتعرفي العهد من الحكومة ، حرام يييي,1
@DimaSadek @LBCI_NEWS @JeanFeghali عفكرة انتي لازم يجردوكي من مهنتك عشان عندك  حب السفارات ..نسيتي حالك انتي والمهبول نديم قطيش,1
@DimaSadek ولك يا عاطلة وبس,1
"@shiri52826187 @DimaSadek هلقد قاهرتكم @DimaSadek نقلعوا بقا بينتوا على حقيقتكم و الشعب عرف مين انتوا
#كلنا_ديما_صادق",0
@DimaSadek العمى بقلبك شو انك حيوانة �,1
@yumnafawaz مش كل الساحات يا يمنى بريئة، ما يحدث في طرابلس قطعا ليس بريئا، هيدي المشكلة اللي بالحراك اللي صار، ضاعت… https://t.co/tSrFqXF2ml,0
@PierreABISAAB كلن يعني كلن بس نانسي السبع مش منن,0
"@yumnafawaz @rayaelhassan غياض الصلح
غيّا الحسن",0
@DimaSadek مش معقول شو تافهة وسطحية وحاقدة!!,1
@DimaSadek .. و #ديما_الواطية حمالة الحطب,1
RT @ElycarlaH: @DimaSadek وتفه عليكي بنص وجك اللي بدق الباب بيسمع الجواب خيييي أدي مقهورة yesssssssss,1
@DimaSadek Dima صوتِك صوت الحق الهادر. كِلّ يلّي انتقدوكي نشاز. Keep walking,0
@TThePoeTT @DimaSadek هيدي اقل ما يقال فيها يلعنك و يلعن لي رباكي,1
"@sabehnancy نانسي السبع: اللي عم يعطل البلد سلطة ما بدا تسمع صرخة الناس
https://t.co/q7d2ZXrWAo",0
@DimaSadek ليكي في فيديو بيفرجي انو ما قرب عليها اصلا يا دجالة يا عبيطة ولا قرب صوبها ��,1
@uhW8HET2HAJGesc @yumnafawaz كل الشعب اللبناني  محزب  وما تسميه بالاعتداء لم يكن بقرار حزبي او حركي وان كان لبعض المشاركين ارتباط حزبي.,0
@yumnafawaz مين حضرتك حتى تصنفي العالم بين مواطن وغنم ! تا تكوني إعلامية ناجحة ومحترمة لازم تكوني موضوعية وتحترمي خيارات العالم,0
@DimaSadek بس بلدك منو بخير يا هبلة,1
@yumnafawaz رح احكي بلغتك انتي ستتي يا أم نص لسان https://t.co/XLWqFFqWm6,1
@yumnafawaz يقطع عمرك شو انك وحده كمخا,1
"@DimaSadek انتي شو دحشك بالمظاهرة
بدك تركبي الموجة",0
@ZainabA50021358 @zna_krm @DimaSadek @LebarmyOfficial انتو عم تتخيلوا تويتر بلا ديما، يعني ولا مسبة ولا حتى بهدلة اي بيصير جامع او كنيسة.,0
@DimaSadek انشالله يجي شي نهار وتبطلو تعبدوا هيدا الصنم نصر الله,0
@DimaSadek انت أشرف الناس ومن ينعتك كذلك فليس من الإسلام والمسيحية في شيء . شكراً لك لوقوفك المشرف إلى جانب الثورة… https://t.co/J7bjNJ1qrU,0
@DimaSadek #ديما_الواطية  رح تاكلي كف مني لو شفتك بالمظاهرة,1
@NicoleHajal هاي بالجبل يا حنونة,0
"@DimaSadek هيك فهمتي الموضوع لازم حدا 
يشرحلك الاسباب",0
@DimaSadek @Nada_Andraos مناصري هذه الثورة زعران ؟ الثورة زهقت منن,0
@yumnafawaz خرجك الله لا يردك,1
@DimaSadek انتي وحدة بلا اصل,1
@akshaaban @NicoleHajal @ahmadhaydoura استفزتني الحاجة نيكول يا علوشي,0
@DimaSadek عنوان الخبث #ديما_الواطية,1
@yumnafawaz كلي هواء�مريضة. مين حضرتك حتى توصفي خطاب السيد. شو محلك من الاعراب,1
@DimaSadek ما فهمت ليه بتنشري مناقشات خاصة؟ رغم اعترافي انن وقحين بس انت هيك مش أنظم منن صراحة,0
@DimaSadek @LBCI_NEWS @JeanFeghali يسلم تمك ديما,0
@yumnafawaz ما في غير لسانك بدو cut شو انك بلا ادب سخيفة وجاهلة,1
@DimaSadek لي أيمتا السيد تخبى او خبى علاقتو مع الجمهورية يا هبلة بعكسكن طبعا... يا #ديما_الواطية نحنا أعزاء عند الولي الفقيه,1
@DimaSadek انقبري اسمعي صح قبل ما تتفلسفي يا واطية,1
@berrynawal يعطيكن الف عافية,0
@berrynawal المرأة الخارقة نوال �,0
@DimaSadek يا واطية يا زبالة الله يلعن شرفك يا حيوانة العالم حتفوت ببعض وانتي يا واطية جيشي,1
@yumnafawaz روحي إدعميهم يابقره..خرى عالجامعه يلي خرجتك,1
@DimaSadek يلعن روحك يا ديما,1
@DimaSadek ديما صادق واطية و بجدارة,1
"@DimaSadek أكثر من هذا السقوط؟؟
المهم ان يسقط زعمائهم",0
"@berrynawal كاذابة ومضللة ونصابة ومخادعة 
ما اندعس عليكي بصرماية كمان",1
@NicoleHajal وبتؤلوا ثورة عابرة للطوائف ،عمين انتصروا ع جمهور حزب الله يا عيب الشوم ،ما بحياتها لح تلتغى الطائفية من عقولكم,0
"RT @mohamadalsayedd: صوت الحق كل الحب ❤️
@DimaSadek
 #كلنا_ديما_صادق https://t.co/almjFDG0rl",0
@yumnafawaz يا ست يمنى فواز ماذرة من بيروت على النبطية بدها يومين بهيك وضع ما بيوصلو خليكي منطقية شوي او فيكي تشتغلي مراسلة مع الجزيرة,0
@DimaSadek طب سدي نيعك الاعوج يا معاقة,1
@DimaSadek واتصل بعدها الرئيس ميشال عون بديما صادق واطلعها على اخر التطورات,0
@DimaSadek شو سخيفة ورخيصة,1
@joellebouyounes ناطرينكن احلى مراسلات ��,0
@DimaSadek ديما هيدا الشب يلي حد راسك تماماَ، شكلو ما ناويلك عخير � ديري بالك �,0
@DimaSadek ولا في اتفه منك انتي وامثالك من الصحفيين الجديد وابواق الجزيرة المحلية.الله يحمي لبنان من القادم منك,1
@DimaSadek هي القصه يا مدام انو حضرتك اخر همك السياسه والاقتصاد والوطن همك الشهرة وخالف تعرف والطرف الآخر يهاجمك عل… https://t.co/S3ym3Q7Q6L,0
"@wissal63772203 @DimaSadek وانتو اختصاصي الفتنة تهانينا ..
سهرة سعيدة",0
@DimaSadek @LBCI_NEWS @JeanFeghali كلام درر,0
@Jessicaazar صح النوم. وينك يا عمي يتختفي وفجأة بترجعي بمواقف مشينة؟,0
@berrynawal منحبك كتير يا نوال الله يحميكي,0
@DimaSadek وحدة معقدة وغبية وما عندك شي تشوفي حالك في إلا هالكم شعرة يللي على راسك متل الخنزيرة Miss Peguy موتي بقهرك,1
@antonella___23 @DimaSadek #ديما_الواطية  عم تسمعي يا #شرشوحة_التويتر,1
@DimaSadek ولك يخرب بيتك شو انك بلا اخلاق  انت وحدي واطية يا ريت بعرف احكي كلام بذيق لكنت سمعتي يلي بيلبقلك,1
@DimaSadek بكرى نصر الله بجيب شبيحة من سورية وايران وببلش قتل بلعالم وبقول مؤامرة كونية,0
@yumnafawaz سكتي ولي ام نص لسان... انتي معك خبر بس تكوني عم تحكي كل العالم بتقلب لمحطة لان ما حدا بيطيقك,1
@DimaSadek على اساس انتي صحافية زكية وانتي بتعرفي اكتر من غيرك انو قدمها للمدعي علي ابراهيم بس شو منعملك اذا بتحبي… https://t.co/m2pnf1ruJ8,1
"@yumnafawaz @rayaelhassan بحب قلك اول شي اعطيني جملة مفيده بعدين احكي
وبعدين بتجي بتعلمي الدوله ع شغلها يا بتاع الثوغه انتي
#تفو",1
@joellebouyounes @roulanasr1 جويل كانت عم تدافع علناً عم ميشال عون و بعتقد انو الصحافي المحترم ما بيدخل بالسياسة,0
@DimaSadek الله يطول بعمرك ويحمكي,0
@DimaSadek اهل طرابلس لازم ينزلوا ع بيروت,0
@yumnafawaz وين الاعتداء ياحلوة,0
@berrynawal الصباط كان كتير صغير عليكه لازم يضربوكه بصباط أكبر بكتير#استحي,1
@DimaSadek ملكة العهر ، وين ما شوفك سالخك كف بنص خلقتك,1
"@DimaSadek انت يا واطيه بلا مقترحاتك الحقوده
صهيونيه حقيره",1
@DimaSadek إذا أتتك مذمة من #ديما_الوطية  فشهدو بإني كامل,1
@DimaSadek ديما سكري بوزك,1
@DimaSadek خلص انقبري نضبي وين موضوعيتك و مصداقيتك كإعلامية  ؟ العمى بقلبك كلبة بتقبض مصاري و بتعوي هون,1
@DimaSadek وقحة وسخة تفه على شرفك اذا عندك شرف ما بينعتب عليكِ حقودة,1
RT @Hassan7151995: نانسي السبع على لجديدة هلا متل الحرباية كل شوي بلون ولك طلعي بوجك ما بتستحي تطلعي على شاشة https://t.co/rFSicEsiyX,1
@DimaSadek #ديما_الواطية بتسوي صرماية,1
@DimaSadek ديما بليز ما بقا تسخّفي حالك,0
خطيئتك انك مثقفة، جريمتك انك بتختلفي مع رأيهم. انا لا اتفق معك بمواقف كثيرة لكنني احترم حريتك #كلنا_ديما_صادق @DimaSadek,0
"@DimaSadek ما تقولي شي عن لسان السيد يرحم امواتك�
ماغباكي",1
@JosephineBoSaab @NicoleHajal @DimaSadek يعني بدنا نضويلهن شمعة ع هل العمل الانساني,0
@DimaSadek #واطية وبتضلك #واطية,1
"@yumnafawaz حمقاء السلطة الرابعة الآنسة رُمنى فرّاز.
ما ظبط معا توقع استقالة الحريري قامت هجمت عا جبران تا تغيير ال… https://t.co/Txth3jdLEn",1
@berrynawal عيب يا نوال انت بتعرفي انو ما في شي من يلي عم تحكي ما تعودنا عليكي نكوني بياضة وج,0
@DimaSadek ما بووصالو لكعب سكربينتك ، يا احلى وأشجع ديمه,0
"@RawiHaddad سدي بوزيك بعد هل مقادمه الطويله العريضه. .بكل أدب مع فائق الاحترام والتقدير 
@berrynawal",1
@noha_Bdn @imadibrahim111 @DimaSadek عظم الله لك الأجر وعقبالك يا  ديما الوطية,1
"@DimaSadek ديمة القناعة، كلمة الحق، نحن معك
حين تجتمع الثورة والأُنوثة هذه ديما.
ودعيهم يتمزّقوا بغيّهم.",0
@DimaSadek ترقصي على جراح الجوعانين يا قذرة,1
"@DimaSadek ليبسي   تنورة و عم تحكي عن الشرف ،روحي نضبي اكيد امك بتستحي فيكي �لولا السيد كنتي nb1 عند داعش (فهمك كفيي) �
#ماخلص",1
@NadimKoteich @DimaSadek لا مش من جمهور محدد أبدا هي حركشت وكالعادة بدها تخلق جو... خلص ما انا ساكت خلوني ساكت، ما… https://t.co/6uqye3scD5,0
@DimaSadek انشاءالله دعوتِك بتسجاب و بيقبر قلبِك ����,1
"@yumnafawaz يمنى فواز، ارحمي حالك، اشفقي على حالك واسكتي.
ما بعرف اذا ممكن اي شخص اشتغل صحافة بيوم من الايام، اي ول… https://t.co/B0PhaDJtL6",1
@yumnafawaz @rayaelhassan معلومات أكيدة. من وين يا تقبري قلبي بتأكدي وبتسألي. لا هيك الإعلام لا بلا.,0
@DimaSadek انشالله منقبّرك,1
@DimaSadek عنجد انك وحدة حمارة بلا فهم,1
RT @salibareema: جويل بو يونس @joellebouyounes كتير حب الك ولكل مراسلات ال OTV ❤️  ويا جبل ما يهزك ريح مش طلعت الثورة ضدكن وضد فخامة الجبل…,0
@berrynawal الله يقويكي ويحميكي,0
@yumnafawaz والجيش اشتبك معهم بالرصاص وفي جريح منهم لان قوصوا عالجيش اللبناني,0
@DimaSadek يلا كمان مرة كلي خرا ���,1
@DimaSadek #ديما_الواطية_الغبية_الكذابة_الحمارة_تفو_عليكِ,1
@yumnafawaz التاريخ عالورقة ١٧ تشرين الاول يعني ما كان بلش الحراك بعد ����,0
@DimaSadek وانت الشبيحة الواطية لازم يمنعوك تمشي عالطرقات.,1
@DimaSadek غشيمة شو علقك مع بيت شمص �,1
@DimaSadek شو قاهرك يا مريضة موتي ��,1
@joellebouyounes ما بغبرو على صرمايتك ���� الوطاوة والحقد بجيناتن,0
@DimaSadek كلامكي صحيح ياديما وأكثر  الحقيقهً ان السيد اذى لبنان اكثر من كلن. نعم اكثر من كلن.,0
@DimaSadek � يقبر قلبك و يقهرك إنشاءالله,1
@DimaSadek العمى بعيونك ما شايفي غير الجنرال قدامك .... شو راكب أمك الجنرال ؟!!!!!,1
@DimaSadek بعد خازوق دوار كفرمان خازوق سكود من طرابلس,0
@DimaSadek والله بهنيكي  على المعلومات,0
@AboHass94250800 @DimaSadek هيدي مريضه ومجنونه ��,1
@DimaSadek و مش كل الناس ل عم بطالب بحقوقها بهل وطن عندها نفس مطلبك انتي و كم خاين للوطن,0
@yumnafawaz الغبية إذا نطقت�,1
@DimaSadek من كتر الخوف وقفو شعرات راسك لوحدن هههههه,0
@DimaSadek فيك تخرسي وبلا فتنة اصلا انت كل عمرك بتلحقي دولار شو تغير عم تركبي موجة فينا نعرف اديش رصيدك بالبنك ارفعي سرية مصرفية عن حساباتك,1
"RT @Teffa7a: @Myeconomy4 @DimaSadek Hala hala ho Dima is a HO !!!!
ومعك حق كلكن ديما صادق",0
@DimaSadek هو أكيد رح يقبر قلبك �,1
"@DimaSadek روحي عشي زوجك الحج 
ما تحكي حكي اكبر منك",1
@yumnafawaz بتعرفوا كل شي خزات العين و بس تقولي كلن يعني كلن ليش بتصيري غبية غشيمة و واضح انو السيد مش من كلن ...,1
@DimaSadek ان شاء الله يقبرك و منبزق عقبرك و منجيب الكلاب تشخ بنص قبرك,1
@DimaSadek برافو ديما�� دعمك للثورة كتير مهم,0
@yumnafawaz فهمي منيح بعدين احكي مش انه تكتبي تويت هيكي هديلنا بالك السيد اكبر بكتير من انه انت تحكي او تحرفي خطابه,0
@yumnafawaz لتعرفي تحكي بالاول ابقي نظري,0
@yumnafawaz العمر الو حق. بدنا شخص شب وذكي وكفوء وعنده كاريزما يحكم هالبلد الزغتور الحلو,0
نانسي السبع مصرة ما نسمع شي الا اللي بتقولوا هيي حتى لما تطلب منها سمر تسكت بتواصل خطابها المعد سلفا وبتقلها ما فيكي تسمعي شي,0
@DimaSadek ما شفتي الا موقع التيار يا واطية، يا حقودة ، والله ما رح تلاقي مجرور يلمك https://t.co/gfDNhJzeY7,1
@DimaSadek نشالله متكري حالك لبنانيه اكتر منو .هيدا ابنو شهيد فدا الوطن ما تزايدي عليه ولا بيطلعلك .صرمايتو بتسوا راسك,1
@yumnafawaz شفتي التاريخ دخلك يا جاهلة ؟,1
@DimaSadek صرمايتو بناعك يا بنت الحرام..,1
@DimaSadek والله انت بتحكي بلسان كل الأحرار وبتقولي كلام كل واحد بدو يقولو... بحييكي على شجاعتك!! Don’t ever stop. You are an inspiration,0
@yumnafawaz @jREgLpttLQhWQq3 هلق بيطلّعوا بيان أنهم غير تابعين لهم وأعمال فردية، وآخر شي بيقولوا ما في شي بالنبطية���,0
RT @monachebib: @DimaSadek يا عيب الشوم عليكي انتي رمز الحقارة,1
@DimaSadek يا عاطلة صرتي بدك تعطي الجيش اوامر ....فشرتي انت ويلي عم يحرضك .. على فكرة كل يلي متلك مفكرين انو كل الع… https://t.co/PS51bNjDYC,1
@yumnafawaz اي وانتي شوماغصك حزب الله مش جزء من الفساد سواء قالت الاخبار ام لم تقل,0
"@DimaSadek يا ريت بتسمعي كلام السيّد حسن بدّقة..
كرمال يمكن يكونوا من اعلى لحظات الفهم بحياتك.",0
@DimaSadek اخرسي وانضبي وحدة وسخة,1
@Mohd_issa44 @DimaSadek مين زوجها��لهل دبة,1
@DimaSadek انشالله بيقبرك ديما...,1
@DimaSadek تلحسي بعضك شو فناصه قال العهد ��,1
"RT @samar_naser5: ديما أكتر وحدة بتتحمل مسؤولية باللي عم تتعرضلوا البنت!
انت وحدة متنمرة ومؤذية @dimasadek وحاجتك تكتبي وتمحي إذا ما بتعرفي…",1
@yumnafawaz ��شو هلتحليل؟! ولاووو,0
@yumnafawaz وصلي لزنارو قبل ما تجعدني,1
@DimaSadek لو بتوقفي كتابة قصص من نسج الخيال و خليكي بالقراءة عن التيليبرومبتر بكون احسن ��‍♀️,0
@DimaSadek هيدا واجبنا وكلنا ابد وحدة,0
@DimaSadek #ديما_الوطية  بعدك واطية وحقيرة ولي هبلة ليش بتحطي نفسك بهيك مواقف بالفيديو مبين انه ما ضربها انتي مصرة على الاستحمار,1
@DimaSadek احلا شعب واحلا متظاهرين في العالم واحلا ثوره #وزمر_ياحسن_زميره,0
@DimaSadek ليكي العالم وين و انتو بشو بالك. وحدة سخيفة,1
@DimaSadek الله يتقبل دعوتك �,0
@NicoleHajal @LbciLebanon @DimaSadek ما احلاكي لما بيطلع منك كلام حلو,0
"@fadis23 @KSaghieh @DimaSadek رئيس الحكومة قال في واحد و ٢ و ٣ 
و اذا بدكم انتخابات منروح على انتخابات 
و انتو بتقر… https://t.co/XC7wakQBOS",0
@DimaSadek جايي دورك حضري حالك عالحبس,1
"@DimaSadek #ديما_الواطية 
ابكي بترتاحي",1
@DimaSadek ولك حلي عن. ربناااااااا بقى يئطعمرك ما اغلظك,1
@yumnafawaz بس يا يمنى بشرفك بس حاجي تستغبوا العالم,0
@DimaSadek مره تانيه تافهه بجداره,1
@DimaSadek يا جلجوقة الخيام روحي اسئلي القضاء وين صار,1
@joellebouyounes شكراً جويل لصدقك، شكراً قلتي يلّي جارحنا، شكراً حكيتي الحقيقة بعقر دارن...شكراً لإلتزامك... كل الحب ���,0
@DimaSadek انت شخص كتير مفيد بالحياة ، اليوم كان معي امساك والحمدالله مشي حالي بس شفت صورتك,0
@DimaSadek نشالله منقبرك�,1
@yumnafawaz ركزي حبيبتي ركزي,0
"@berrynawal ههههههههه اهم شي القياس 
روحي انضبي بقا",1
@KzMKqP8DiqmbRfY @kwack_b @DimaSadek الموضوع مش مصدق او غير مصدق الموضوع هوي احتلال واضح واستعمال الشيعة كجسر عبور,0
@DimaSadek @mohamad88659219 الله يحميك ديماممكن سوال,0
@RitaZgheib17 @ritachebib41 @DimaSadek هاتي بوسة,1
@DimaSadek الله يحي اصلك الله يخلي البطن يلي حملك,0
@DimaSadek @NicoleHajal تحتفلو بالنصر في ثورتكم انشاء الله ���,0
@DimaSadek نهيق الحمير يقطع عمرك,1
@DimaSadek بيكفي كذب اهلك عايشين عمرهم بين يلي عم بتقولي عم بهددوها وأنت من يوم يومك تافهة وما سمعنا حدا قرب صوبهم.  استحي ع حالك,1
@NicoleHajal الله الحامي الثورة مضيئة ونوركن كفاية,0
@yumnafawaz روحي انضبي لأنك ما فاهمي شي من الصحافة وين الموضوعية واحترام رأي الأخر ونقل الحقائق كما هي عم تخانقي ال… https://t.co/rXn5I9PIMk,1
RT @ZainabA50021358: @zna_krm @DimaSadek @LebarmyOfficial هيدي وحدة داعشية بتسوى صرماية عتيقه,1
@DimaSadek الرينغ يا حيوانة خربانة الدني وإنتي بعدك بتحرضي,1
@DimaSadek كذبك و استغلالك للناس صار باقصى درجاتو... اكتفي لان حالتك صارت مرضيّة روحي تعالجي.... ناشرة الاشاعات و ا… https://t.co/AhGu7FhBSZ,1
@DimaSadek انتي اخرسي انتي من الفاسدين ما الك حق تحكي انتي من كلون يعني كلون ما بدي اسمع صوتك مفهوم...,1
@Jessicaazar شتقتلك الشاشة جيسكا،وين عم تتظاهري�,0
@berrynawal انتبهي الله يحميكي!,0
@DimaSadek موتي يا مريضة يا ديما,1
@moeshamseddine @DimaSadek الحاقدة الحائرة,1
"@DimaSadek اي كُلي هوا
يخرب بيتك شو تافهة",1
"كل التقدير والاحترام.
موقفكم جرأة وشرف ووطنية.
@joemaalouftv @mtvlebanon @LbciLebanon @ALJADEEDNEWS @DimaSadek… https://t.co/pI4bm3IWVj",0
@DimaSadek الكل يحكي الا وحدة بتشرى وتباع ورخيصة متلك,1
@DimaSadek ديما الله يحميكي انت بتقولي كلمة الحق ✌️✌️✌️,0
"@DimaSadek قال لن يسقط العهد مش الحكومة
#ديما_الواطية",1
@DimaSadek استحي بقا كلي هوا .جيبي الاولى بلشرشحة وبلبهدلي وبعدك عمتتفلسفي اخرسي وانضبي شرشوحة ما تتدخلي بلحراك واللا صتدوق البندورة طاهزتلك,1
@DimaSadek انت بنت حرام مصفّاي سيرة السيد يا حقيرة ما تجيبيها عا لسانك لإنو أطهر وأشرف من اللي خلّفك,1
@yumnafawaz اي وين النقطة؟ لوين بدك توصلي؟ انه شو بدك تقولي؟ سمعتي الخطاب؟ فهمتي شو قال فخامته؟ اكيد لأ لأنك من اصح… https://t.co/5QgYucCpvg,0
@DimaSadek @washingtonpost @elopezgross انت ما بتتربي ما عندك شرف ما عندك احترام لنفسك كل تغريدة بتنزليها ما بضل حد… https://t.co/HmxJRz3v1j,1
@MonaimAlt @Nana23912015 @DimaSadek وانا كمان استاذ عبدالمنعم �������,0
@DimaSadek سدي تمك يا صهيونيه #ديما_الواطية,1
@DimaSadek ما  عارف الواحد شو بده يوصفك كل الكلام اللي بليق فيكي عم يقولو  قديش عم يدفعولك على كل تويت,0
@DimaSadek ديما انا بنصحك ما تنزلي عرياض الصلح، اذا شفتك مش لح ارحمك.,1
@DimaSadek والله ما عم افهمك.   انو ب كل خطاب سماحتو ما شي لفتلك نظرك الا العلم�. طيب ما خطر ببالك انو حدا طلبو والسيد اعطايه�����,0
@Zaynab1298 @DimaSadek خلص اللك من بعلبك احلا تحية,0
@DimaSadek كبيره يا ديما وهنه صفار الله يقويكي,0
@DimaSadek الله ينصر اللبنانية وشعب لبنان يارب,0
@yumnafawaz @General_Aoun يا ريت بتسكتي لأنو اصلًا الحكي يلّي حكاه الجنرال بدو ناس عندها عقل تستوعبو. انتِ قدراتك ا… https://t.co/Un3lc5wGX8,1
"@nasrallah_rahaf @DimaSadek إنتِ بتعرفي شو يعني ولاية الفقيه؟؟
تفيه عليكن سيّستو الثورة و خربتو البلد.
و بالمناسبة… https://t.co/ONg5F8DaqB",0
@berrynawal صح النوم يا نوال !!!,0
@DimaSadek دموعك غالية وصادقة https://t.co/8Zu5ng3Hhz,0
@DimaSadek انتي كذابة https://t.co/uf8CP5XQLQ,1
@DimaSadek كلي خرا عالصبح,1
@yumnafawaz خلي زميلتك الخبيرة العسكرية نانسي السبع تفهمك شو عم بصير عقولتها اسمو كمين �� https://t.co/XOwSQinsJe,0
@DimaSadek يا بقرة انت يا زبالة لو انك بتابعي لعم يصير من رأسك ما بتحفظي كنت بتعرفي انو الوثائق من زمان مع القاضي التمييزي بس انت وحدة عاهرة,1
@DimaSadek الله يشفي كل مريض نفسي ويشفيك بالطريقة,0
@ALJADEEDNEWS نانسي السبع فتانة,0
@julie_khoury1 @NicoleHajal مش مشكل ... فرفتو يا بيبي... بلشت بشامل و افرام و مكفاية. و حلم الصهر بالرئاسة، متل عشم… https://t.co/SUNDf4ja6C,0
@DimaSadek تفوووووو عليك يا جربوعه ، عرفتك من اذنيك https://t.co/xTAu40YLAs,1
@yumnafawaz دخل اللدغه انا دخل لصار يعرف يحكي ��,1
@DimaSadek العمى بيقلبك شو بلى كرامة ولوو,1
"@yumnafawaz يمنى مش كنتي مبسوطة بس انشتمت انو لجبران ونزلتي تويت في فرح؟..
#انفصام",1
@yumnafawaz لعمى ما اسخفيك....,1
@DimaSadek هيدي وحدتنا الوطنية كلنا ضد الظلم كلنا ضد هالحكم #كلكن_يعني_كلكن وشكراً لمل من ينقل صورة طرابلس السلمية #شكراً_ديما_صادق,0
"@NicoleHajal @PaulaYacoubian حضرتك لي قاعدة بل بيت
قاعدة عل تي في و عم بتنظري",0
@DimaSadek يعمي قلبك شو لئيمه,1
@DimaSadek انتي أوطى من البزقة ع الأرض ��,1
"@yumnafawaz @rayaelhassan انتي صحافية ومعروفة ومحترمة 
هيك طلع معك ؟
بتأسف تغرّدي هيك عن استاذة محترمة بشغلها 
وحضر… https://t.co/ulZDmOtqL4",0
@yumnafawaz انتي لا شكل ولا مضمون ولا نفسية وتافهة كمان,1
@DimaSadek صبط السيد حسن نصر الله أشرف منك ومن عيلتك ومن حزبك ومن بلدك فهمتي يا متصهيني,1
@yumnafawaz روحي صلحي لسانك الاعوج اذا حملتي ميكرو ما صرتي محالة سياسية,1
@DimaSadek ديما الواطية سدي بوزك بقا,1
@NicoleHajal @arkay83 مع لبنان يتغير بس ضد قطع الطرقات في ناس مضطرة تشتغل لتأكل.. انت ما فيكي تحسي بهول الاشياء لأن… https://t.co/2KobFNyH1h,0
@DimaSadek تسلمي يا بنت الاصول,0
@DimaSadek بليز حكمه ضميرك الصحفي مش المهني وفكري بعقل مش بعاطفة ولا حقد,0
@DimaSadek ايتها الحمقاء قال سيدك وسيد البلد لن يسقط العهد,1
@DimaSadek يا حنونة انتي خايفة علبنان يا خنزيرة يا وسخة,1
@DimaSadek � يا بيبي انت خلقتي عالبيعة بتعرفي شو يعني ،يعني كلك على بعضك ما بتسوي شي�,1
@yumnafawaz ما قلتيلنا لي زعبوكي الجديد,0
@berrynawal @Ameen_media انت صحافية و يجب ان تكوني موضوعية #لبنان__ينتفض,0
@DimaSadek ديما سدي بوزك,1
@MANSOUR884609 @yumnafawaz يلعن بيّها على هالخلفة الوسخة,1
"@yumnafawaz للأسف ثورتنا إذا ضلّت بلا رأس بسير المستفيد منها راس 
أنا مع التنان و مش نازل على التنان
منيح؟ ولّا بعيد؟",0
@DimaSadek يا ريت تنزلي تاكلي قتلة انشالله بدعوسوكي��������,1
@mayaslmn @NicoleHajal ��� غنمة مأصلة هيدي.,1
@yumnafawaz @rayaelhassan شدي حنكك انت وعم تحكي ما فهمنا شي.. واخبار للست ريا الحسن تنزل الثوى الامنية تضب الزعران والعملا من الشارع,0
"@DimaSadek ست ديما...
شو هالكلام... لا يليق بك.  
ترفعي.",0
@zTeBUwQfuLXDaCO @KSaghieh @DimaSadek نحن نقرأ تجارب الشعوب ، في كل الثورة السلطة تخرج و تقول من أواجههم متفرقين و… https://t.co/fSmRnnXK2J,0
@yumnafawaz حاج تستهبلي التمويل مش الك يا ماما ولا للشلاعيط اللي بالشارع.. التمويل للكبار اللي عم يحركوكن متل الmar… https://t.co/3y5GMVkh3e,0
@NicoleHajal @arkay83 خليكن بغيبوبة بس لما يسقط لبنان ما تسافري، جوعي مع الشعب ما تهربي!,0
@DimaSadek انتي راس الافعى,1
@Fatima96794793 @NicoleHajal كذابة هيدي هول دوار كفررمان نازلين عالنبطية,1
@DimaSadek نطالب الدولة بسجن رمز الفتنة #ديما_الواطية,1
@yumnafawaz رتويت يا صرماية,1
@Sobhiyanajjar @DimaSadek المرأة اللبنانية هي الثورة... https://t.co/RwUXQ5ZtQl,0
@DimaSadek برافو عليكي بتبيني كثير عن أخلاقياتك بالتحاور على العموم إسمه لا يعيبه ولكن تهكمك يهينك أنتي,0
@DimaSadek عاهرة سمعتك الوسخة وملفك عنا https://t.co/a0RGvmW1X3,1
@DimaSadek شي بأكبر القلب الف تحية لشعب  وطني المحترم,0
@yumnafawaz رسمياً: يقال عن كلامك إفلاس صحفي.,0
نانسي السبع بالإضافة لكونها بتقدر تميّز كل متظاهر من وين وشو انتمائو الحزبي، اليوم يمكن تعمل خيمة توزع فيها تيكيتس مين بيحقلو ينزل ومين لأ..,0
@yumnafawaz #يمنى_فواز  #إم_نص_لسان,1
@DimaSadek ألف تحية لإلك ديما ولصمودك بوجه الهجوم الرخيص والدائم عليك. ❤,0
@DimaSadek الله يحمي الجميع,0
@DimaSadek يا ديما كلك احساس فيك بينرفع الرأس لا تردي ولا تعبيرهم هني تافهين واخساس #كلنا_ديما_صادق,0
"@DimaSadek صار للشرشوحة مرجوحة #ديما_الواطية  
بدك تعملي حالك محللي سياسية وانت بس بتعرفي تحللي Tang  جاهلة",1
"@DimaSadek ديما صادق انتي صوت الثورة
انتي صوت المظلومين",0
@DimaSadek اقسم انك اقوى مرا بالكون ���,0
نوال بري الله يحميكي @berrynawal ��,0
@DimaSadek عنجد عم تتهاضمي انت اكتر وحده عارفه بينك وبين حالك انو حرامي عيب عليكن طلعو احكو الحقيقه كرمال التاريخ ي… https://t.co/xHa9h5Lpht,0
