Text,Toxic/Not Toxic
دجال الضاحية ابي رغال لا يستحي من الكذب,1
"لم أرى وجهًا مسالمًا كوجه أبي .. ولم أشعر بقلب حنون يحتضن الجميع كقلب أبي .. أنهُ قالب حُب ورحمة ورأفة ، أنهُ جنة على هيئة إنسان .. أبي حُب و جنة و أمان♥️
#يوم_الاب_العالمي",0
"الصورة الاكثر تداولا لليوم .. أب يرافق ابنه في طريق الذهاب لتقديم امتحان الثانوية العامة بغزة
",0
‏‎الجداويين متى ينطمووون,1
"في حُب الأب لبناته ، حُكي أن عمرو بن العاص دخل على معاوية وعنده ابنته فقال ؛ من هذه يامعاوية .؟ فقال : تفاحة القلب وريحانة العين. ""
",0
"لن يناقشك احد في ماتفكر لان الناس بالاساس لاتفكر مثلك ومتعبة من النقاش
",0
‏عربية مكسراك ونفسك تسوقها......❤️؟؟,0
‏متخليش عرص بياخد ١٦٦ الف في اليوم يقولك اصبر علي الجوع,1
يا متناك يا عرص يا خول,1
"فعلا ياعمرو انت زينا واحنا زيك
أنت ما بتلاقيش الفلوس فى الشارع الفلوس موجودة في البنك فى سويسرا
والفيلا موجودة في أكتوبر والشقة ام مليون و350الف دولار موجودة في مانهاتن
والعربية الرينج روففو ام 3مليون و699 الف احنا زيك وانت زينا
#ارحل_ياسيسي
#٨سنوات_ظلم_خراب_فساد",1
لا حول ولا قوه الا بالله العلي العظيم شو خليتو لليهود,1
‏‎فانزات الفلبن السواقين عمال ماك يفشلوون 🤣🤣🤣,1
أول وأعمق وأصدق حب ، هو حب الفتاة لأبيها. #يوم_الاب_العالمي,0
اتعلم إنجليزي الأن بمنهج عالمي ومدرس محترف وشهادة معتمدة.,0
"فضيحة محمد رسول الله وعائشة بنت ابو بكر في الهند واتهام مودي رئيس وزراء الهند
",1
"احجز كشف مع دكتور عبد الرحمن فتحي من خلال فيزيتا
",0
‏‎حتى العسكر منصدمين من تخلفهم,1
"انظر للاباء نظرة حب عظيمة كما لو أنني أود أن أخبر العالم أن الأب هو الأمان فقط ، وأن استشعار وجود كلمة ""ابوي"" في البيت يجب أن يكون مرادفًا للطمأنينة اللهم ارحم وجه احن إليه وروحًا كسرني غيابه واوجعني رحيله اللهم ارحم ابي رحمة تسع السموات والأرض.
",0
علي #العالم أن يؤدب هذه الدوله المجنونه إيران ويوقف قرصنتها لسفن العالم في المياه الدوليه #إيران تمارس الان مامارسه هتلر في زمانه عندما أزعج الدنيا وأضر بالسلم العالمي علي #أمريكا حليفه العالم والعدل الدولي أن توقف مجاملتها وإنبطاحها لهذا النظام المجرم المهدد للسلم العالمي,1
لنا الشرف اللعب مع منتخب اسرائيل بدل اللعب مع منتخب الكيان الكبراني و التبول الا ارادي,1
ماذا دهاك يا متناك ؟,1
لابد من الاطاحة بهذا الرئيس,1
لاعب غبي,1
هادا كنشك فيه ش عرق كرغولي ، ولا قاري عند ش استاذ خراءري. . بزااااااااف,1
خبراء #الأمن_القطري في دورة تكوينية بـ #الرباط تحت إشراف أمنيين #مغاربة ,0
خلال اجتماع لجنة الخارجية والدفاع الوطني والشؤون الإسلامية والمغاربة المقيمين في الخارج، التي انعقدت بعد زوال اليوم، بحضور السيد أحمد التوفيق، وزير الأوقاف والشؤون الإسلامية، لتدارس مستجدات موسم الحج لسنة 2022، الموافق لسنة 1443 هجرية.,0
"وأمّا ما سواه فإنّك لا شكّ واجد فيه بعض الأعراض الجانبيّة الّتي أقلّها الانزعاج، فاشتراط نقد منزّه عن كلّ خلل، بل ونقد النّقد لمجرّد عدم بلوغه غاية الكمال، إصغاء لداعي النّفس الشّهوانيّة وغريزة هواها الجبلّيّة عند عامّة بني آدم لكره الحقّ وردّ النّصح، والله الهادي!
",0
‏البنك يقرر الرفع 75 نقطة، الفائدة تصل الآن الى 1.5%,0
"امي قاعد توريني خوالي يوم كانوا صغار🥺🥺 تقول اول واحد تقول كانو يموتون عليه البنات ويحطون رسايل حب في الكتب حقته 🥺🥺 والثاني كان مطنوخ فلوس وعنده مكتبة المشهورة والاخير كان جندي وهذي صورته صورته قبل مايروح الجيش🥺❤️❤️
",0
"‏الفيدرالي رفع ٧٥ هذا سيء
لكن هناك بشريات
سأشرح بالتفصيل باذن الله
أعرني انتباهك ",0
"حفيظ دراجي المنافق يبرر زياره الرئيس الاسرائيلي بان تركيا ليست عربيه !
واذا زار الرئيس الاسرائيلي الجزائر مستقبلا انتظروا التحديثات حفيظ : سوف يقول الجزائر ليست عربيه نصف فرنسي ونصف تركي ! -خديجه بن قنه : نحن نوميديون
-انيا الافندي : نحن كراغله
كم يبدو النفاق جليا في نفوسهم",1
"فلتسقط حماس واكاذيبها فلتسقط حماس وانقلابها الدموي
فلتسقط حماس وإسرائيل وإيران وامريكا معا باذن الله",1
عيب الclean diet انك تيجي في مرة تدي جسمك كنتاكي عشان متزهقش يديك واحدة يابن المتىاكة يا مجنون يا خول يا عرص,1
ده معرص يا عم مفكرين نفسهم دوله خولات الكويت,1
بزبط يهوووود,1
"#توكيل في #الطلاق-شروط جوازه. 
- عدم التنصيص صراحة في مدونة الأسرة على التوكيل في الطلاق كما كان عليه الأمر في الفصل 44 من مدونة الأحوال الشخصية، لا يعني استبعاده مطلقا، إذ أنه جائز بشروط في مذهب الإمام مالك الذي أحالت عليه المادة 400 من مدونة الأسرة.
#الوعي_القانوني_المغربي",0
"لا حب كحب الأخت ،
ولا أمان كأمان الأب والأم
ولا سند كسند الأخ
اللهم عائلتي لأخر عمري ❤️",0
خلينا نتفق على حاجتين اول حاجه أن بيكتب وداعا فتحى ده يا عرص يا خول تانى حاجه بقئ البيعمل مقارنه بين ديانج و طارق حامد ده يبقئ متناك,1
"#بحبك_لانك  ابنتي يا نبضات الفؤاد و خفقان القلب, يا بسمة ارتسمت على شفاه حياتي و زورقا من حب أبحر في شطآن ذكرياتي.

يا ابنتي أنت شرايين تغذّين حياتي أنت شمس سطعت في أفق ذكرياتي يطوف حبك حول قلبي كل لحظة و كلما طاف خيالك أسرعتُ أقبله و أستلمه.",0
الله يخزيكم,1
"رسالة حبّ مخلصة من ابنتي وحفيدة الشّهيد عدنان الحلباوي الى حفيد الحُسين وقرّة أعيننا  السيّد حسن نصر الله❤️
أتمنّى أن تصلك رسالتها ويكفي أن تبتسم لها يا أبانا❤️
@_mjn__",0
‏‎‎الطيز وجهك,1
‏‎يحتفلون بأشباه رجال 🤢,1
بقى يابغل يا ابن البغل في رئيس جمهورية يقول للشعب هيعمل ايه التعليم في بلد ضايع في حين كل البلاد الضايعة قامت ونهضت بالتعليم,1
"وأيُّ كلام يُقال عن حُب الاخت
ماذا أوفيك يا ضلعي الثابت♥️🦋..",0
"وكم أطعمت النوارس فتات خبزي لتنقل للأحبة رسائل شوقي والحنين 
فهل وصلتك رسالتي؟
#صباح_الخير #حنان #حروف_وقهوة 
#يخبرني_الصباح",0
اشب فيك أسد ويريحنا منك,1
‏انها مدينة رسول الله ♥️♥️ ‎,0
"للمره الالف ي زنجي
بقول ليك الملابس الداخليه ركز في اسمها
داخليه و ليس بخارجية و ليست ب شال 😂😂😂",1
طز فيكم وفي مجتمع الميم الله يلعنكم ويلعنهم,1
ما جديد الواقع الغربي القذر ؟,1
‏‎‎محد يفشل غيرك,1
"‏لما اقول انه كل الرجال وسخين وملاعين..
ويجي احد يقول لي : لاتعممين ، التعميم لغة الجهلاء .",1
‏‎بالله هذي اشكال جايبينها ابفهم وش الفايدة ؟؟ حسبي الله ونعم الوكيل,1
"‏بعد إصابته برصاص الخرطوش المتناثر من قوات  الانقلاب  و خضوعه لعملية جراحية ناجحة مساء اليوم في العين الشمال .، تم والحمد لله إستخراج ""السّكسُك"" من داخل عين الترس ضرغام وهو الان بخير وحالته مستقرة 

‎#مليونية30يونيو ‎#مليونية16يونيو‎",0
"
       لا عز كعز الأب ولا دلال بعد دلالِه 
                ولا حّب بعد حُبِه ♥️.",0
"كل شيء تحسه عادي إلا مع الأخوات 
 كل الأشياء أكثر بهجة وأكثر حُب 🤍.

الاخت شي عظيم فالحياه❤️🤍",0
"الإنسان ممتن لكل الآيام اللي عاش فيها متونس بالله وبنفسه! 
",0
جاي اقول شويه كلام مهم و ماشي 1-كسم حياتي 2-كسم التعليم 3-كسم السيسي 4-كسم العالم 5-كسم رائيك,1
جمع للبيانات والمعطيات كشف وفضح أسرار المقترضين وتتبعهم لدى مشغليهم الجدد وهذا غيض من فيض.. المؤسسات الدائنة تلجأ لخيار التهديد والتعسف بدل اللجوء الى لخيار قانوني وقضائي.. هذه الممارسات تؤثر على المستهلك المقترض .. فجميع التشريعات حظرت ومنعت هذه الممارسات المنافية والمضللة,0
"قامت شركة ايطالية مختصة بالحقائب بتصميم حقائب مستوحاة من الزليج المغربي الأصيل.  🇲🇦🇲🇦
",0
جددت دولة #الكويت أمام اللجنة الخاصة المعنية بإنهاء الاستعمار C-24 دعمها للمبادرة المغربية بشأن الحكم الذاتي في الصحراء لما تشكله من خياراً بناءً يهدف للتوصل إلى حل مقبول بين جميع الأطراف، مع التأكيد على ضرورة احترام وحدة وسيادة #المغرب.,0
"‏سحب على آيفون 13 😍
الشروط سهلة 

- ريتويت 🔁
- تابع حسابنا ✔️

⁦‎@BCareKSA⁩ 💙",0
"انا عايز ااقول للمسريين اننا اعتقلنا الي كان بيقول علي #تيران_وصنافير_مصرية والبرلمان الميسري قال انها سعودية مع ان حكم المحكمة اثبت مصريتها بس هنشتم محمد الشوربجي انه لعب باسم انجلترا سحيح ومش بس كده هنشيله من التموين في ماسررر 😃
#ارحل_ياسيسي",1
"يذكرك بالخير يالوجه اللطيف الحنون
لا زال غالي مكانك ، لو مكانك فضى 
َ
تعرف معزتك عندي و البشر يعرفون 
ما فيه غيرك يعوضني عن اللي مضى :)
 #اقتباسات_حب_عبارات_سنابيه #الأبّ",0
‏‎‎هل الجلوس للتفاويض (للمرة الثالثة ومع نفس الاشخاص😑) سيفضي الى محاسبة المجلس العسكري على جرائمه؟,0
إكره الصينين إكرهم مرره يسببونلي عثيان ☺بزياده ماامزح!,1
"سؤال لأهل العلم
هل يجوز ذبح سيسي في عيد الأضحى بدلا من الخروف
#ثورة_عيد_الأضحى
#العيد_ثورة
#ارحل_يا_سيسي #ارحل_ياسيسي",1
"‏برج ‎#الاسد  عتابه غياب،زعله سكوُت.
سنابنا : efhmbrjk",0
"‏اللهـــــــــــــــم 
اجعل قلوبنا عامرة بالظّنْ الجميل ،،،
واجعل ما تبقّى من أعمارنا فى طاعتك و رضاك ، وأذِق قلوبنا بردَ عفوِك ، وحلاوة الإيمان بك ، وافتح مسامعنا لذِكرِك ،،،
يارب سخِّر لنا أحبابك ، ويسِّر لنا أسبابك ، وأجزِنا خير ثوابك ،،،
      🌹صباح الخير🌹",0
"‏شاهد عيان

السفارة الامريكية تنصب سرادق ضخمة وفخمة في المساحة امام السفارة ،، والعمل يجري علي قدم وساق،،، 
ماذا هناك ؟؟!

هل صحيح الحاصل شنوووو ؟؟",0
امشي يا متناك رزق هنا رزق هناك,1
"تعجز الكلمات عن الرد والشكر والامتنان لكل واحد منكم.. ولا اضن اني استحق كل هدا.. 
ربما خانني التعبير فلم لكن انوي ترك الساحة كما ضن البعض ولكن كنت انوي التوجه لمكان آخر يسمح بالنشر والتعمق في المواضيع عوض نشر 2% منه في تويتات.. ونشر الوتائق والمراجع والادلة عوض الرد على السفالة..",0
تجاهلني مرا يا عرص وانا بعلمك كيف بدي اتجاهلك للابد,1
حاسس اني عايز اسيب الصيدلية واشتغل حاجة تاني,0
"‏لما تضيق عليك كرر هذا الدعاء حتى تنفرج:

""اللهم إن الأمر أمرك، والخلق خلقك، والقضاء قضاؤك اللهم إني وكلتك وفوضت أمري إليك "".",0
هوا بس يغور في داهيه واللى يترحم يترحم براحته . واللى يلعن سنسفيل أهله ويقوله #ارحل_ياسيسي إلى مزبلة التاريخ يا ابن 🤬🤬 تييييييت 🤬 تييييييت 🤬 ملعون ابو 🤬 تييييييت 🤬,1
"اشتقت لـ رجل رحل أمسك بيدي خوفاً علي،أحسن تربيتي غَرس فيني حبُ الخير ،اللهم اغفر لأبي بـ قدر شوقي له واكثر ، بعد موت الأب ستعرف جيداً معنى دُعاء جبر الله كسر قلبك"" ستعلم جيداً أن لا فراق يكسر القلب إلا فُقدان الأب,بعد الأب لاحزن ينتهي
",0
"من الأبيات التي تفيض جمالًا آسرًا وحزنًا كاسرًا ما ضمّنه عثمان بن عفان رسالته إلى علي بن أبي طالب رضي الله عنهما حين أُحيط به:

فإنْ كنتُ مأكولًا فكنْ خير آكلٍ
وإلا  فـأدركـني  ولـمّـا أُمَــزَّقِ

والبيت يشاكل:

فإنْ أكُ مقتولًا فـكـنْ أنت قاتلي
فبعضُ منايا القوم أكرمُ من بعضِ",0
"رئيس الوزراء يشهد مراسم توقيع اتفاقيتي تعاون لدعم جهود إزالة الكربون من قطاع الطاقة بمصر
",0
عيال اوساخ,1
‏‎كل رْق بس,1
"خلصت وياك
شغل المسكنه مش واكل والناس عارفاك
عشان عالدوغري عرفت انك عيل متناك",1
"- السفير الإيطالي ميكيلى كواروني ... هذا التعاون مهم في مواجهة التحديات الحالية للأمن الغذائي.
",0
‏‎بجيح,1
ياعني يا بغل يابن البغل تقولك تعا دوووج العسل سايل علي فمي.....ترد تقولها علي مهلك علي دنا حيلة ابوي وامي,1
ارتفاع عدد المصابين بـ(كوفيد-19) : تسجيل 1632 إصابة جديدة مقابل تعافي 986 شخصا  خلال الـ24 ساعة ,0
"إصابة 8 أشخاص اليوم الثلاثاء بتاريخ 14.06.2022 بتسمم غذائي بسبب تناولهم وجبات غذائية #ملوثة تسببت لهم في تسمم في مدينة #مسلاته و ذلك بسبب غياب جهاز #حرس_البلدي - فرع مسلاته عن قيام بالتفتيش و مراقبة و الدقيق على سلامة و صحة الأغذية داخل المدينة

#ليبيا",0
"#ارحل_ياسيسي #مليونية30يونيو
الشعب السودانى بيسطر اكبر ملحمه فى التاريخ يارب النصر لهذا الشعب لانه أخد بالاسباب وعرف إن الع س كر مفيش وراهم غير الخراب #ثورة_30_يونيو",1
"مَاذًًا قيلَ في حُب الاُّخت؟
أختي وإن طاَل الزمانُ حبيبتي
 ورفيقتي في الحُزنِ والضحكاتِ .",0
الله يلعنكم ويلعن مجتمع الميم وياكم .. 🙂🙂,1
ليه الناس بتأجل المذاكرة ل ليالي الأمتحان ؟,0
"وللأبد حُب بنت الخاله يضاهي كل حُب بالدنيا❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹):
",0
"أندية ليفربول وتشيلسي وروما يحتفلون بعيد ميلاد محمد صلاح ال 30 👑
",0
"‏حتى المشاعر في بعض الاحيان لها خيارات يا انها تنعدم فجأة او تتحول لشيء يخليك تكتفي بنفسك"".",0
"مجموعة خولات اغلبيتهم مش مصريين
والمصريين منهم هربانين برا البلد اساسا
عملوا هاشتاج..
طبعا احنا هنديهم قيمة وخره كالعادة",1
"وأكد رئيس الوزراء أن الدولة مستمرة فى التخطيط والتنفيذ للمحافظة على مستويات الاحتياطي الآمنة من السلع، مشيراً إلى أن لدينا احتياطيات من السع تكفى لـ 6 شهور من اليوم، قائلاً:"" مستمرون فى العمل للحفاظ على هذا الاحتياطي "".
",0
رسمتي بالألوان الزيتية,0
‏‎مافي اي شيء جميل ف المقطع هذا اولا ثانيا من وين لهم طاقه هالبزران يتحملون الشمس والقرف وكل واحد لاصق بالثاني ... يعع,1
المناديل باللي فيها والشكه مش هتودي حضرتك العالم التاني,0
"ما بغيناش شي حاجة زايدة بغينا خوتنا المغاربة يتعاملو معانا بنفس الاخلاق والكرم والحب الي كيتعاملو بيه مع الاجانب .. صافي
",0
مبيحبوش الشعر أنا ممكن أشوف خولات سعوديين يبغون فحل مصري,1
"‏هنا المسائل تُسأل ، هنا الأ نفس تَطيب،
هنا الدعوات تُستجاب، هُنا الأحزان تُغسل، هُنا الهموم تتبدل هنا القلوب تُطَهر ، هنا مكّـة
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ ",0
"مِثلُك أنا أبحثُ عن الود لكن من السّماء.
",0
لا يوجد مسؤوليه لسلطة الذل والفساد ورءيسها الخاءن عباس,1
زمان كنت اكره اليهود ، وبعد ما صار عمري 35 سنة وشفت حقد كثير من الفلسطينية ع الاردن ونكران اللي قدمه الهم ، صرت اقول الله يكون بعون اليهود عليهم ، ناس ملونة بالف لون ، مصلحجية ، ما رح يخلون ليهم صاحب,1
"«اللهم من ولي من أمر أمتي شيئاً فشق عليهم فشقق عليه، ومن ولي من أمر أمتي شيئاً فرفق بهم فأرفق به» رواه مسلم.
",0
يا أهل المحروسة ضحك عليكم اعلامهم القذز فساعدتهم فى قتل وحبس اسودكم فتجرأ عليكم وقتلكم السيسى الصهيونى كلب أعداءكم #نظام_بجلاجل #الوراق_عشوة_الكلاب #ارحل_ياسيسي,1
"الصورة من مكناس سنة 1920 التعليق لكم ...
",0
"خمس دقايق وهلم الورق
",0
"احنا بندور على ناس هتتخرج من الدكتوراة في خلال شهور بإذن الله
",0
"- وزير التموين .. هناك إطار للتعاون المشترك بين الحكومة الإيطالية والحكومة المصرية ممثلة بوزارة التموين لإنشاء صوامع جديدة في الفترة المقبلة.
",0
سعره رخيص و عليه خصم 50 جنيه,0
منافق من درجة خائن,1
"الكلية العسكرية (،#توكرة) تبتاريخ 30.5.2022 بتخريج دفعة جديد من الضباط التابعين #للجيش_الليبي بعد فترة تدريب دامت الي (3) اعوام متواصله, وان سيتم تخريج تلك الدفعه , وبحضورة عدة رموز بارزة من الجيش الليبي , وان تلك #الدفعه رقم (54) في تاريخ الجيش الليبي .

#ليبيا",0
فيه خولات مصريين في قطر وتركيا وبريطانيا حايخدهم علي قفاهم قريب جدا عامل راجل ياخول خارج مصر ياخول الراجل وش بوش مايهربش إلا الخول,1
كلاب من اولهم 👎👎 👎,1
"والله مافيه شيء يضاهي شعور الخاله كمية حب مو طبيعيه
",0
"‏• هل نصنّفها أنها من أخبار القاع؟!
• أم أنه خبر مخيف حقيقةً..!!",0
"لماذا رشاد والإسلاميين له هم أغبياء، أغبياء حقيقيون، اسمع...
",1
"‏الحاجة الكويسة في السودان مافي بيوت دعارة 
☺☺😍💛",0
"نعم الله يحتاج لجيوش كذالك وحلمه أن تكون البشرية كلها مسلمين........
",1
انه لا استغرب من ارض السحره والمنفقين,1
"الحمدلله كلها ايام ونتخرج علي خير ومش هنشوف الشجر الجميل ده عشان مش هنروح الجامعة
",0
"خطاب شيخ الأزهر في ليلة القدر والرد عليه وفضح كذبه وتدليسه
",1
واحد خول والتاني اخول منه .,1
"‏نصف ساعه يوميا كفيله انها تعلمك الاكسل في شهر واحد 🤞👇👇

هذا الرابط عليه أكثر من ٧٥ درس كافي جدا لاحترافه بأسلوب سهل جدا وواضح
لتعلم الاكسل باللغة العربية برابط واحد  مباشر جاهز تحميل مباشر على جوجل درايف من هنا :- ",0
‏‎ليه الصراخ يع فشله تفشلت وانا مالي دخلل,1
"بوست دكتور في سانديا ناشيونال لاب في أمريكا لمن هو في الدكتوراة... التواصل مع دكتور عبيدة مباشرة
",0
قلي عايز شرموطه مصريه اسمها رحاب مكنه تبع المخابرات نيك امها يبعت لجهاز الشرميط المصري الاسكندريه النخيل,1
‏الفليم دا بوريك انو البت بتحب اي زول بهتم بيها حتي ولو قرد ✋,0
"هل تستطيع أن تقنع عصابات التنسيقات الامنيه مع الشاباك
عصابات تبادل الأدوار مع الاحتلال لتنكيل والقتل والاعتقال لا ابناء شعبنا العظيم عصابات السمسره
عصابات البلطجه والعربده الخونه والقتله والمجرمين والساقطين والمتسلقين والفاسدين والمنافقين واللصوص والمخادعين والخبثاء والبنشرجيه والسفحين والسماسره والسفحين بأن الوطن أغلى واغلى من كل المال والمساعدات والشهوات والامتيازات وجوزات السفر الإسرائيلية والامريكيه والاوربيه",1
"اجتمع الدكتور مصطفى مدبولي، رئيس مجلس الوزراء، بالدكتور عمرو طلعت، وزير الاتصالات وتكنولوجيا المعلومات؛ في مقر مجلس الوزراء بالعاصمة الإدارية الجديدة؛ لبحث جهود الوزارة في ملف الاصلاحات الهيكلية لتنمية الشركات الناشئة في قطاع الاتصالات وتكنولوجيا المعلومات.
",0
"ارتفاع عدد الفقراء في المنطقة العربية بـ 14,3 مليون نسمة مقارنة بـ 2021 
#فقر #دول_عربية #المنطقة_العربية",0
"سالات الحفلة نوضو على سلامتكم
",0
حفدة الق/ردة والخنا/زير أقذ ر من مشى على الارض .,1
"كتبت فوق جدار احدئ الجامعات بصنعاء هذي المقوله
(گل يوم اجي هنا اتركوا لي بقايا اكلكم)

واليوم الثاني كل البنات اللي ياكلوا في ذاك المكان ما قصروا وراحوا اشتروا اكياس كامله من الساندويشات والعصائر وكتبوا جمبها رسائل حب 
#تراحموا_ترحموا 
#تفقدوا_جيرانكم",0
"اكره السود""انيين للابد ميتين اخلاقكم ياخي",1
"#عاجل 
#الديوان_الملكي: بدعوة من #خادم_الحرمين_الشريفين.. رئيس الولايات المتحدة الأمريكية يزور المملكة 15 و 16 يوليو القادم يلتقي خلالها بخادم الحرمين الشريفين، وبصاحب السمو الملكي #ولي_العهد حفظهما الله.
#واس",0
زي لكلاب بضربو فيه والله لكلاب اوفى منهم,1
دول بنات متناكين انهم يتعاطفو مع واحد قتل واحد عشان خاطر وحده من البنات احا. كسم اي بنت تتعاطف مع واحد قاتل حرام والله العظيم.,1
كرمال مجتمع الميم لازم يفرضوا حالهم على مجتمع كامل ويمرروا مشاهد شاذة من خلال فيلم كرتوني لتشويه فطرة أطفال ومراهقين، ويصير الطبيعي هو الشاذ والشاذ طبيعي,1
كل بنات المغرب زي حنان زيها كده وله متناكه شرميط بتوع فلوس الحرام يولد المتناكه السياحه بتاعتكم دعاره #StaracArabia,1
"الجو ريحته بحر و مايوهات و قمصان مشجرة و إستقالة..
",0
"أجمل شئ الجواز عن حب فعلا . واجمل حاجه في حياتي قابلتها من ١٧ سنه . (  زوجتي  )
",0
معهم حق الجزائر يقطعوا العلاقات مع المغرب لأنهم عبيد عند الصهاينة .,1
"also, كسم الجندر رولز يا جماعه بجد بتلحسوا طياز لعيبه كوره بيلبسوا حلقان و يعملوا شعرهم و يروحوا events ب بدل شكلها مش ارجل حاجه خالص * بالنسبالكوا* بس اهم حاجه مش مصريين لكن لما حد بيعمل حاجه و يكون مصري الاحتباس الحراري في طيزكوا بيعلى و يزيد عشان انتو مزدوجين .. و خولات",1
"وزير الخارجية يستقبل المبعوث الأممي لعملية السلام في الشرق الأوسط
",0
‏حادثة انتحار عبد العظيم لن تكون الاخيرة ، ولاينبغي ان نتركها تمر مرور الكرام ، تكشف ان هناك فراغ ديني روحي لايستطيع ملأه رجال الدين الذين تركوا مهمتهم وتفرغوا للسياسة والشتائم والتفاف ..,0
"الي شراميط الاسكندريه
لمو نفسكو والبسو واسع وفككو من الشرمطه اسكندرية فيها افارقة وانتو مش حمل ال....بار السودة😉🤨",1
‏كلاب بتس بتتربي علي ايديهم الكلاب دي هتطلع صالحه للمجتمع,1
في فرق ياعم انتا بتتكلم في ايه اتنيل جوا غير لما يداس عليه علشان شوية خولات كويتين شاربين,1
حسبي الله ونعم الوكيل فيكم ي اولاد الحرام,1
نص بتوع اسكندريه شراميط,1
صباح الخير صباح الهدوء صباح الراحة و السكينة 🇲🇦💯 الفطور المغربي على المسبح 😊  #المغرب_أولا #welcome_to_morocco,0
"‏🛑واقع :
قضيتهم إنهم بلا قضية ..
مجرد تجارة وتبني أي شيء يكسبون من خلاله ..
وسلملي سلام حار على الإخوان وتجار الكدس والكضية والمكاومة والمقاولة و ‎#فلسطين_قضية_الشرفاء 😂",1
حسبينا الله ونعم الوكيل منهم الصهاينة أعداء الله والسلام والمسلمين,1
‏‎الفلبن يع,1
"ثم أن الأب كالماء أينما يزخ يروي و يُزهر
لاعز كعز الأب ولا حُب بعد حُب الأب.",0
"حمد الله ع سلامة الفوج الأول لـ رحلة مطروح و رحلة سعيدة يارب باذن الله لباقي الأفواج القادمة
",0
‏‎‎لا ال سعود وال زايد والوهابية والصهاينه كلاب امريكا ولا تستعجل قمة الرياض واضحة وشوف منو كلب امريكا,1
"باب الموده بين الاجواد مفتوح
سم وابشر وازهله جابر الخواطر 

#عبدالعزيز_بن_فهد",0
انا مو عنصري بس اكره البدو و الحضر و السود ',1
‏اللهم إني سلمتك زمام أموري يا عظيم فأكفني شر ما يكون قبل أن يكون.,0
"هنيئا لهم الجحيم ،ذوقوا بما كنتم تكفرون ..
الله معك يا غزة والنهايات الجميلة لك بإذن الله",1
‏موقفه اعلانات لمده اسبوع ،بعد اسبوع بشتغل تاني ان شاء الله🤍,0
👎اكره السود,1
‏شعب مستحمر ، لا فرق بينهم و بين الحمير الا جبنا حمار أ جزائري أبدينا كنفهموهم أنه لا وجود لشيء إسمه البوليخاريو الحمار غادي يفهم أ الجزائري للأسف غادي يبقى كينهق ويقول لا,1
"‏فترى الذين في قلوبهم مرض (يسارعون فيهم)
يقولون (نخشى) أن تصيبنا دائرة
فعسى (الله) أن ياتي بالفتح أو (أمر من عنده)

هناك من حذف الأله عمدًا أو نسيانًا من خريطة الكون
ونسي أنه في امهال وتمتع الى حين
نسوا الله فأنساهم أنفسهم...",0
مدرجات ملعب نادي برشلونة (الكامب نو) من شباك مكتبي في المعمل ..,0
"ان تعيش وحيدا طول عمرك هذا أمر جيد يحبه الكثير ...لكن انت محتاج إلى من يقتسم معك لحظات السعادة التي تعيشها إلى أن يستحوذ عليها كاملة ويعطيك من النكد.د وخيبة الأمل مالم يخطر ببالك ...فاعلم سيدي انك مفقود لا محالة حين تفكر في تغيير نمط عيشك 
#مساء_الخير",0
"‏‎#عاجــــــــــــــــل
⛔⛔⛔
وزارة التعليم ‎#القطرية تقدم عرض لأستاذ الرياضيات حسام مكين الجنسية القطرية وراتب شهري قدره ٥ ألف ريال لتدريس طلبة الثانوية العامة بمادة الرياضيات .

أمشي طوالي يا معلم. ✋😍😂
‎#السودان‎",0
"فخر الإرهابيين , اللاعب السنغالي المسلم إدريسا غانا غاي لاعب باريس سان جيرمان ومقاطعة المثليين في فرنسا
",1
"أنا أكره كل الأديان وعلى رأسها الإسلام.
عقيدة الموت.
بسم الله قطعوا حناجر الناس!",1
كسم فرنسا,1
"‏""تأكد أن لو كان رزقك خلف ثقب إبرة؛ سيسخر لك الله خيطًا يأتيك من ثقبها.""",0
"#اللغة_الأمازيغية

إسبان🇪🇸 بجزر الكناري🇮🇨 قرروا تعلم اللغة الأمازيغية بعد ما إكتشفوا أنهم أمازيغ  عن طريق التحاليل الجينية.

""صحوة تاريخية أمازيغية عبر اكتشاف الماضي""",0
"رئيس الوزراء يشهد مراسم توقيع اتفاقيتي تعاون لدعم جهود إزالة الكربون من قطاع الطاقة بمصر
",0
"نظام غبي وجبان يملك ثروة لكن لايحسن استخدامها #الجزائر__دولة_ارهابية
#الجزائر_اضحوكة_العالم #طرد_البوليساريو_من_الاتحاد_الافريقي",1
"‏🔹في حديثه خلال ‎#مساحة_منبر_المغردين بعنوان ( الأهداف والبرامج للمركز الموحد بالخارج )

أ. الرشيد فهمي : يجب أن نتوحد كسودانيين بالخارج لنساهم في دعم الثورة وانجاحها ومناصرتها وتكوين كيان جامع واشراك الناس في خدمة بلدنا

‎#مليونية30يونيو | ‎#لاتفاوض_لاشراكة_لاشرعية",0
حرب العصابات في #العراق ومافيا متعهدي الحفلات  وراء الغاء حفل #سعد_المجرد خوفا على سلامته وسلامة الجمهور بعد تلقي منظمي الحفلة تهديدات #سعد_المجرد #المعلم #كلنا_سعد_المجرد,0
"""إذا جاءك حيوان يبحث عن طعام، فاطعمه ولا تَرده، ‏فما أتاك إلا ليُزيل عنك قليلًا من سيئاتك ""
",0
